Date,Branch,Region,Product_Category,Product_Name,Size,Colour,Quantity_Sold,Unit_Price_GHS,Total_Sales_GHS,Quantity_In_Stock,Stock_Movement,Payment_Method,Customer_Type
2024-07-02,Takoradi,Western,Children's Shoes,Canvas Shoe,45,Black,4,152.69,610.76,62,Sale,Cash,Retail
2024-07-02,Kumasi,Ashanti,Women's Shoes,Ballet Flat,39,Tan,2,285.41,570.82,79,Sale,Credit,Retail
2024-07-04,Cape Coast,Central,Women's Shoes,Flat Sandal,41,Tan,7,225.0,1575.0,74,Sale,Mobile Money,Retail
2024-07-05,Takoradi,Western,Men's Shoes,Leather Boot,39,Tan,4,258.5,1034.0,19,Sale,Cash,Wholesale
2024-07-05,Accra Central,Greater Accra,Men's Shoes,Classic Oxford,40,Grey,5,342.94,1714.7,23,Sale,Mobile Money,Retail
2024-07-05,Kumasi,Ashanti,Women's Shoes,Flat Sandal,37,Grey,0,340.15,0.0,9,Restock,Mobile Money,Wholesale
2024-07-06,Cape Coast,Central,Sports Shoes,Football Boot,39,Brown,7,283.33,1983.31,10,Sale,Card,Retail
2024-07-06,Kumasi,Ashanti,Sports Shoes,Running Shoe,39,Red,0,455.36,0.0,76,Return,Mobile Money,Wholesale
2024-07-07,Kumasi,Ashanti,Women's Shoes,Ballet Flat,43,Grey,7,250.78,1755.46,54,Sale,Credit,Wholesale
2024-07-08,Kumasi,Ashanti,Men's Shoes,Classic Oxford,37,Navy,0,445.69,0.0,30,Restock,Mobile Money,Retail
2024-07-08,Takoradi,Western,Children's Shoes,School Shoe,40,Red,4,162.38,649.52,60,Sale,Card,Retail
2024-07-08,Tarkwa,Western,Sandals,Men's Sandal,45,Red,0,151.99,0.0,70,Adjustment,Credit,Retail
2024-07-08,Tema,Greater Accra,Children's Shoes,School Shoe,44,Navy,7,148.55,1039.85,58,Sale,Card,Wholesale
2024-07-08,Tema,Greater Accra,Women's Shoes,Ankle Boot,36,Tan,7,304.27,2129.89,63,Sale,Credit,Retail
2024-07-09,Kumasi,Ashanti,Sports Shoes,Football Boot,42,Navy,4,258.49,1033.96,10,Sale,Cash,Retail
2024-07-09,Accra Central,Greater Accra,Sandals,Ladies Slipper,40,Black,1,118.28,118.28,9,Sale,Mobile Money,Retail
2024-07-10,Cape Coast,Central,Men's Shoes,Sports Sneaker,38,White,6,188.53,1131.18,77,Sale,Credit,Retail
2024-07-10,Tema,Greater Accra,Sandals,Ladies Slipper,42,Grey,4,116.34,465.36,83,Sale,Card,Retail
2024-07-10,Tema,Greater Accra,Children's Shoes,Kids Sneaker,42,Brown,5,91.21,456.05,7,Sale,Credit,Retail
2024-07-10,Tema,Greater Accra,Sports Shoes,Running Shoe,45,Tan,4,311.8,1247.2,33,Sale,Credit,Wholesale
2024-07-12,Takoradi,Western,Women's Shoes,Flat Sandal,36,Tan,0,213.97,0.0,75,Return,Credit,Retail
2024-07-12,Accra Central,Greater Accra,Sandals,Ladies Slipper,36,Black,7,156.36,1094.52,48,Sale,Credit,Retail
2024-07-12,Tema,Greater Accra,Sandals,Men's Sandal,44,Black,5,119.57,597.85,52,Sale,Credit,Retail
2024-07-13,Accra Central,Greater Accra,Sports Shoes,Football Boot,43,Red,7,371.52,2600.64,55,Sale,Credit,Retail
2024-07-13,Cape Coast,Central,Sports Shoes,Football Boot,36,Brown,6,341.9,2051.4,7,Sale,Mobile Money,Wholesale
2024-07-13,Takoradi,Western,Sandals,Ladies Slipper,41,White,0,100.91,0.0,6,Return,Mobile Money,Retail
2024-07-13,Takoradi,Western,Sandals,Ladies Slipper,37,Grey,4,122.84,491.36,70,Sale,Mobile Money,Retail
2024-07-14,Tema,Greater Accra,Men's Shoes,Casual Loafer,40,Grey,4,447.49,1789.96,34,Sale,Card,Retail
2024-07-14,Tarkwa,Western,Women's Shoes,Ballet Flat,36,Red,1,286.9,286.9,65,Sale,Cash,Retail
2024-07-14,Tema,Greater Accra,Children's Shoes,Kids Sneaker,43,Black,3,119.59,358.77,15,Sale,Cash,Wholesale
2024-07-16,Kumasi,Ashanti,Sports Shoes,Training Shoe,45,Grey,5,302.7,1513.5,36,Sale,Mobile Money,Wholesale
2024-07-16,Accra Central,Greater Accra,Children's Shoes,School Shoe,39,Black,7,168.61,1180.27,41,Sale,Credit,Wholesale
2024-07-18,Takoradi,Western,Children's Shoes,Canvas Shoe,37,Red,5,88.46,442.3,75,Sale,Card,Retail
2024-07-19,Takoradi,Western,Sandals,Men's Sandal,40,Grey,3,124.13,372.39,64,Sale,Card,Wholesale
2024-07-19,Kumasi,Ashanti,Children's Shoes,School Shoe,40,Tan,4,130.21,520.84,44,Sale,Mobile Money,Wholesale
2024-07-19,Kumasi,Ashanti,Women's Shoes,Heeled Pump,44,Navy,2,270.56,541.12,62,Sale,Cash,Retail
2024-07-19,Kumasi,Ashanti,Women's Shoes,Ballet Flat,36,Red,4,343.68,1374.72,20,Sale,Mobile Money,Retail
2024-07-19,Takoradi,Western,Sports Shoes,Training Shoe,38,White,4,269.28,1077.12,55,Sale,Credit,Retail
2024-07-20,Tarkwa,Western,Sandals,Ladies Slipper,45,Navy,0,175.4,0.0,35,Restock,Card,Retail
2024-07-20,Cape Coast,Central,Women's Shoes,Ankle Boot,36,Brown,2,305.79,611.58,17,Sale,Card,Retail
2024-07-21,Tema,Greater Accra,Children's Shoes,Canvas Shoe,40,Black,1,175.31,175.31,50,Sale,Mobile Money,Retail
2024-07-21,Accra Central,Greater Accra,Women's Shoes,Heeled Pump,39,Grey,5,289.89,1449.45,54,Sale,Mobile Money,Wholesale
2024-07-22,Kumasi,Ashanti,Women's Shoes,Ballet Flat,39,Red,2,151.44,302.88,63,Sale,Card,Retail
2024-07-23,Tema,Greater Accra,Sports Shoes,Training Shoe,37,Black,1,337.99,337.99,47,Sale,Mobile Money,Retail
2024-07-24,Takoradi,Western,Children's Shoes,School Shoe,42,Tan,0,194.69,0.0,13,Restock,Card,Retail
2024-07-25,Accra Central,Greater Accra,Children's Shoes,Canvas Shoe,37,Navy,2,91.01,182.02,41,Sale,Credit,Retail
2024-07-25,Cape Coast,Central,Women's Shoes,Ballet Flat,41,Red,5,253.44,1267.2,74,Sale,Cash,Wholesale
2024-07-26,Takoradi,Western,Women's Shoes,Flat Sandal,39,Navy,0,332.3,0.0,21,Adjustment,Cash,Wholesale
2024-07-27,Kumasi,Ashanti,Sandals,Ladies Slipper,39,White,2,120.67,241.34,19,Sale,Mobile Money,Wholesale
2024-07-28,Tema,Greater Accra,Sandals,Men's Sandal,38,Tan,5,81.98,409.9,43,Sale,Credit,Retail
2024-07-28,Accra Central,Greater Accra,Sports Shoes,Running Shoe,41,Tan,7,497.95,3485.65,71,Sale,Card,Retail
2024-07-30,Kumasi,Ashanti,Women's Shoes,Heeled Pump,37,Brown,2,162.59,325.18,5,Sale,Cash,Retail
2024-07-31,Accra Central,Greater Accra,Sandals,Ladies Slipper,39,Grey,5,112.14,560.7,57,Sale,Card,Retail
2024-08-01,Tema,Greater Accra,Men's Shoes,Casual Loafer,41,Tan,3,372.69,1118.07,24,Sale,Card,Retail
2024-08-02,Cape Coast,Central,Children's Shoes,Canvas Shoe,39,Grey,0,133.71,0.0,15,Restock,Card,Retail
2024-08-02,Tarkwa,Western,Men's Shoes,Leather Boot,44,Grey,3,250.09,750.27,41,Sale,Cash,Wholesale
2024-08-02,Tema,Greater Accra,Sports Shoes,Football Boot,42,Grey,7,398.41,2788.87,30,Sale,Credit,Retail
2024-08-03,Accra Central,Greater Accra,Women's Shoes,Heeled Pump,42,Red,3,342.41,1027.23,41,Sale,Credit,Retail
2024-08-03,Kumasi,Ashanti,Children's Shoes,School Shoe,38,Tan,5,214.68,1073.4,22,Sale,Credit,Retail
2024-08-03,Takoradi,Western,Women's Shoes,Flat Sandal,36,White,0,315.37,0.0,81,Restock,Credit,Retail
2024-08-03,Cape Coast,Central,Sandals,Men's Sandal,36,Red,7,87.29,611.03,64,Sale,Card,Wholesale
2024-08-04,Tema,Greater Accra,Sports Shoes,Training Shoe,43,Grey,0,207.74,0.0,83,Adjustment,Credit,Wholesale
2024-08-04,Takoradi,Western,Women's Shoes,Heeled Pump,44,Red,2,307.27,614.54,33,Sale,Credit,Retail
2024-08-04,Accra Central,Greater Accra,Women's Shoes,Flat Sandal,39,Grey,0,287.86,0.0,77,Return,Cash,Retail
2024-08-04,Tarkwa,Western,Sandals,Children's Sandal,45,Tan,0,179.0,0.0,57,Return,Card,Wholesale
2024-08-04,Cape Coast,Central,Men's Shoes,Classic Oxford,38,White,0,444.12,0.0,60,Restock,Mobile Money,Wholesale
2024-08-05,Tarkwa,Western,Sandals,Men's Sandal,36,Red,0,86.92,0.0,12,Return,Credit,Retail
2024-08-05,Tarkwa,Western,Women's Shoes,Ankle Boot,42,Black,2,255.1,510.2,30,Sale,Credit,Wholesale
2024-08-05,Kumasi,Ashanti,Men's Shoes,Sports Sneaker,41,Grey,4,297.1,1188.4,52,Sale,Card,Wholesale
2024-08-05,Tarkwa,Western,Sports Shoes,Training Shoe,36,White,5,289.62,1448.1,23,Sale,Mobile Money,Retail
2024-08-07,Tarkwa,Western,Men's Shoes,Casual Loafer,40,Brown,4,418.78,1675.12,84,Sale,Cash,Retail
2024-08-07,Accra Central,Greater Accra,Women's Shoes,Flat Sandal,41,Grey,7,303.34,2123.38,61,Sale,Cash,Retail
2024-08-07,Kumasi,Ashanti,Sports Shoes,Football Boot,45,White,4,499.29,1997.16,18,Sale,Cash,Retail
2024-08-07,Kumasi,Ashanti,Children's Shoes,School Shoe,36,Tan,2,198.6,397.2,52,Sale,Credit,Retail
2024-08-09,Takoradi,Western,Children's Shoes,Canvas Shoe,42,Red,4,100.12,400.48,32,Sale,Card,Retail
2024-08-10,Tarkwa,Western,Men's Shoes,Sports Sneaker,42,Brown,1,242.73,242.73,45,Sale,Credit,Retail
2024-08-10,Tarkwa,Western,Men's Shoes,Classic Oxford,37,Brown,5,298.98,1494.9,35,Sale,Cash,Retail
2024-08-10,Tema,Greater Accra,Sports Shoes,Running Shoe,38,White,0,345.14,0.0,54,Return,Mobile Money,Retail
2024-08-10,Kumasi,Ashanti,Sports Shoes,Football Boot,38,Brown,0,466.87,0.0,70,Restock,Mobile Money,Retail
2024-08-11,Takoradi,Western,Sports Shoes,Running Shoe,37,Brown,5,340.71,1703.55,35,Sale,Credit,Retail
2024-08-12,Tarkwa,Western,Sandals,Men's Sandal,43,Tan,6,105.65,633.9,82,Sale,Cash,Retail
2024-08-12,Cape Coast,Central,Women's Shoes,Ballet Flat,37,White,1,321.03,321.03,76,Sale,Mobile Money,Wholesale
2024-08-12,Takoradi,Western,Children's Shoes,School Shoe,38,Red,2,209.09,418.18,65,Sale,Mobile Money,Wholesale
2024-08-12,Cape Coast,Central,Men's Shoes,Classic Oxford,37,Grey,0,241.69,0.0,71,Adjustment,Credit,Retail
2024-08-12,Tarkwa,Western,Men's Shoes,Classic Oxford,38,Tan,0,312.49,0.0,75,Restock,Credit,Wholesale
2024-08-13,Accra Central,Greater Accra,Children's Shoes,Kids Sneaker,38,White,0,211.29,0.0,51,Return,Mobile Money,Retail
2024-08-13,Tema,Greater Accra,Men's Shoes,Sports Sneaker,36,White,1,250.34,250.34,69,Sale,Mobile Money,Retail
2024-08-13,Kumasi,Ashanti,Sports Shoes,Training Shoe,41,Grey,6,483.56,2901.36,34,Sale,Credit,Retail
2024-08-13,Kumasi,Ashanti,Men's Shoes,Leather Boot,45,White,1,339.15,339.15,47,Sale,Mobile Money,Wholesale
2024-08-13,Tema,Greater Accra,Sports Shoes,Football Boot,44,Navy,2,255.31,510.62,7,Sale,Card,Retail
2024-08-14,Accra Central,Greater Accra,Sandals,Men's Sandal,45,Black,4,112.71,450.84,44,Sale,Card,Retail
2024-08-14,Tarkwa,Western,Women's Shoes,Flat Sandal,42,Brown,6,287.5,1725.0,27,Sale,Cash,Retail
2024-08-14,Tarkwa,Western,Sandals,Ladies Slipper,44,White,7,68.28,477.96,41,Sale,Card,Wholesale
2024-08-15,Takoradi,Western,Men's Shoes,Casual Loafer,45,Brown,1,203.06,203.06,35,Sale,Credit,Retail
2024-08-15,Kumasi,Ashanti,Children's Shoes,Kids Sneaker,43,Red,3,197.94,593.82,58,Sale,Card,Wholesale
2024-08-16,Kumasi,Ashanti,Children's Shoes,Kids Sneaker,39,Brown,3,181.57,544.71,17,Sale,Cash,Wholesale
2024-08-16,Accra Central,Greater Accra,Sandals,Ladies Slipper,37,White,5,95.21,476.05,75,Sale,Card,Retail
2024-08-16,Cape Coast,Central,Children's Shoes,Kids Sneaker,37,Tan,5,142.81,714.05,67,Sale,Credit,Retail
2024-08-16,Tema,Greater Accra,Sports Shoes,Running Shoe,43,Tan,0,435.0,0.0,17,Restock,Mobile Money,Retail
2024-08-16,Cape Coast,Central,Sports Shoes,Training Shoe,45,Black,2,250.41,500.82,21,Sale,Card,Wholesale
2024-08-16,Tarkwa,Western,Sandals,Children's Sandal,42,Brown,3,85.45,256.35,19,Sale,Mobile Money,Wholesale
2024-08-17,Takoradi,Western,Sports Shoes,Training Shoe,41,White,3,311.98,935.94,14,Sale,Credit,Retail
2024-08-17,Tarkwa,Western,Women's Shoes,Heeled Pump,39,Tan,2,241.69,483.38,33,Sale,Mobile Money,Wholesale
2024-08-18,Kumasi,Ashanti,Children's Shoes,Kids Sneaker,39,White,2,80.11,160.22,6,Sale,Mobile Money,Retail
2024-08-18,Cape Coast,Central,Sandals,Children's Sandal,45,White,7,66.23,463.61,53,Sale,Card,Wholesale
2024-08-18,Tarkwa,Western,Sandals,Children's Sandal,41,Tan,6,178.16,1068.96,33,Sale,Mobile Money,Retail
2024-08-18,Tema,Greater Accra,Children's Shoes,School Shoe,40,Grey,6,171.44,1028.64,80,Sale,Cash,Wholesale
2024-08-18,Accra Central,Greater Accra,Children's Shoes,School Shoe,42,White,5,184.4,922.0,68,Sale,Mobile Money,Retail
2024-08-20,Accra Central,Greater Accra,Women's Shoes,Heeled Pump,42,Navy,0,152.33,0.0,59,Restock,Mobile Money,Wholesale
2024-08-20,Tema,Greater Accra,Children's Shoes,School Shoe,36,White,3,191.04,573.12,32,Sale,Cash,Retail
2024-08-20,Tema,Greater Accra,Sports Shoes,Football Boot,36,Navy,1,282.66,282.66,20,Sale,Card,Wholesale
2024-08-20,Takoradi,Western,Sports Shoes,Running Shoe,38,Tan,6,384.52,2307.12,66,Sale,Credit,Wholesale
2024-08-20,Takoradi,Western,Sports Shoes,Training Shoe,36,White,1,438.66,438.66,6,Sale,Credit,Retail
2024-08-20,Accra Central,Greater Accra,Men's Shoes,Sports Sneaker,40,Black,0,346.61,0.0,55,Return,Card,Wholesale
2024-08-21,Takoradi,Western,Men's Shoes,Classic Oxford,41,Brown,3,424.99,1274.97,69,Sale,Cash,Retail
2024-08-22,Accra Central,Greater Accra,Children's Shoes,Canvas Shoe,40,Grey,6,100.44,602.64,54,Sale,Cash,Wholesale
2024-08-22,Takoradi,Western,Men's Shoes,Leather Boot,39,Tan,6,407.85,2447.1,38,Sale,Mobile Money,Wholesale
2024-08-23,Kumasi,Ashanti,Men's Shoes,Leather Boot,45,Tan,1,366.2,366.2,54,Sale,Credit,Retail
2024-08-23,Accra Central,Greater Accra,Sports Shoes,Training Shoe,41,Tan,6,300.62,1803.72,30,Sale,Card,Retail
2024-08-24,Accra Central,Greater Accra,Women's Shoes,Flat Sandal,40,Brown,6,243.78,1462.68,63,Sale,Mobile Money,Retail
2024-08-24,Tema,Greater Accra,Sandals,Ladies Slipper,45,White,0,107.1,0.0,60,Restock,Card,Wholesale
2024-08-26,Tema,Greater Accra,Men's Shoes,Leather Boot,41,Black,5,444.88,2224.4,65,Sale,Mobile Money,Wholesale
2024-08-26,Kumasi,Ashanti,Men's Shoes,Leather Boot,42,Grey,0,291.97,0.0,62,Restock,Credit,Retail
2024-08-26,Takoradi,Western,Children's Shoes,Kids Sneaker,43,Black,0,88.9,0.0,48,Restock,Card,Retail
2024-08-26,Tema,Greater Accra,Women's Shoes,Ballet Flat,41,Black,3,284.19,852.57,80,Sale,Mobile Money,Retail
2024-08-28,Tema,Greater Accra,Children's Shoes,Canvas Shoe,45,Grey,3,159.15,477.45,16,Sale,Cash,Retail
2024-08-29,Takoradi,Western,Sports Shoes,Running Shoe,38,Red,7,288.96,2022.72,46,Sale,Credit,Wholesale
2024-08-29,Cape Coast,Central,Children's Shoes,Kids Sneaker,37,Brown,7,202.9,1420.3,79,Sale,Mobile Money,Retail
2024-08-30,Takoradi,Western,Women's Shoes,Heeled Pump,45,Grey,2,379.28,758.56,38,Sale,Card,Retail
2024-08-30,Takoradi,Western,Men's Shoes,Leather Boot,45,Brown,3,371.46,1114.38,20,Sale,Credit,Retail
2024-08-30,Kumasi,Ashanti,Men's Shoes,Sports Sneaker,36,Red,5,229.74,1148.7,36,Sale,Card,Retail
2024-08-31,Tarkwa,Western,Women's Shoes,Flat Sandal,42,Grey,1,285.46,285.46,52,Sale,Credit,Retail
2024-08-31,Tema,Greater Accra,Women's Shoes,Ankle Boot,45,Grey,0,194.98,0.0,71,Restock,Cash,Retail
2024-08-31,Kumasi,Ashanti,Women's Shoes,Ankle Boot,41,Tan,5,226.1,1130.5,14,Sale,Cash,Retail
2024-09-01,Takoradi,Western,Women's Shoes,Flat Sandal,41,Grey,5,283.75,1418.75,13,Sale,Cash,Retail
2024-09-02,Tema,Greater Accra,Sandals,Ladies Slipper,39,Tan,4,156.53,626.12,42,Sale,Card,Wholesale
2024-09-03,Cape Coast,Central,Sports Shoes,Training Shoe,37,Red,7,228.72,1601.04,47,Sale,Card,Retail
2024-09-03,Cape Coast,Central,Women's Shoes,Ballet Flat,41,Black,3,332.28,996.84,41,Sale,Credit,Retail
2024-09-05,Cape Coast,Central,Women's Shoes,Ankle Boot,42,Black,0,178.89,0.0,46,Return,Credit,Wholesale
2024-09-05,Cape Coast,Central,Men's Shoes,Sports Sneaker,37,Red,5,207.31,1036.55,64,Sale,Mobile Money,Retail
2024-09-06,Tarkwa,Western,Sandals,Ladies Slipper,38,Red,2,122.78,245.56,31,Sale,Card,Wholesale
2024-09-06,Cape Coast,Central,Sports Shoes,Football Boot,37,White,4,420.81,1683.24,34,Sale,Cash,Wholesale
2024-09-07,Accra Central,Greater Accra,Sports Shoes,Running Shoe,42,Tan,1,267.34,267.34,36,Sale,Credit,Retail
2024-09-07,Accra Central,Greater Accra,Children's Shoes,Kids Sneaker,37,Tan,3,173.37,520.11,73,Sale,Cash,Retail
2024-09-07,Tema,Greater Accra,Sandals,Children's Sandal,40,Red,2,125.0,250.0,25,Sale,Credit,Wholesale
2024-09-08,Tarkwa,Western,Children's Shoes,Kids Sneaker,41,Navy,0,199.2,0.0,16,Return,Mobile Money,Retail
2024-09-08,Tema,Greater Accra,Men's Shoes,Classic Oxford,44,Brown,2,196.88,393.76,76,Sale,Credit,Retail
2024-09-09,Kumasi,Ashanti,Sports Shoes,Training Shoe,39,Brown,6,373.64,2241.84,66,Sale,Mobile Money,Retail
2024-09-09,Tema,Greater Accra,Sandals,Men's Sandal,39,Navy,4,104.52,418.08,64,Sale,Cash,Retail
2024-09-09,Cape Coast,Central,Sandals,Children's Sandal,42,Tan,5,103.14,515.7,70,Sale,Card,Wholesale
2024-09-09,Accra Central,Greater Accra,Sports Shoes,Running Shoe,41,Tan,6,299.41,1796.46,8,Sale,Cash,Retail
2024-09-09,Tarkwa,Western,Children's Shoes,Kids Sneaker,45,Brown,3,144.5,433.5,75,Sale,Mobile Money,Retail
2024-09-09,Tema,Greater Accra,Sandals,Children's Sandal,42,Grey,5,87.02,435.1,16,Sale,Mobile Money,Retail
2024-09-10,Takoradi,Western,Sports Shoes,Running Shoe,39,Red,7,342.9,2400.3,12,Sale,Card,Retail
2024-09-10,Accra Central,Greater Accra,Men's Shoes,Leather Boot,45,Navy,0,347.33,0.0,30,Restock,Card,Retail
2024-09-10,Tema,Greater Accra,Sports Shoes,Training Shoe,38,Brown,6,270.2,1621.2,57,Sale,Card,Retail
2024-09-10,Kumasi,Ashanti,Children's Shoes,School Shoe,38,Navy,7,211.16,1478.12,61,Sale,Mobile Money,Retail
2024-09-10,Kumasi,Ashanti,Children's Shoes,Kids Sneaker,41,Navy,1,174.13,174.13,24,Sale,Credit,Retail
2024-09-12,Accra Central,Greater Accra,Women's Shoes,Flat Sandal,37,Navy,0,252.09,0.0,22,Adjustment,Cash,Retail
2024-09-12,Takoradi,Western,Children's Shoes,Canvas Shoe,42,Grey,1,123.43,123.43,67,Sale,Cash,Retail
2024-09-12,Accra Central,Greater Accra,Sports Shoes,Running Shoe,41,Grey,4,347.92,1391.68,54,Sale,Card,Retail
2024-09-13,Accra Central,Greater Accra,Sandals,Ladies Slipper,42,White,6,121.02,726.12,17,Sale,Card,Wholesale
2024-09-14,Tarkwa,Western,Women's Shoes,Ballet Flat,45,Navy,0,184.66,0.0,40,Adjustment,Mobile Money,Retail
2024-09-15,Accra Central,Greater Accra,Men's Shoes,Classic Oxford,38,Brown,1,336.21,336.21,44,Sale,Card,Retail
2024-09-15,Tarkwa,Western,Men's Shoes,Sports Sneaker,39,Navy,0,410.11,0.0,45,Adjustment,Card,Retail
2024-09-15,Accra Central,Greater Accra,Sandals,Children's Sandal,40,Brown,7,101.33,709.31,77,Sale,Cash,Wholesale
2024-09-15,Accra Central,Greater Accra,Sandals,Men's Sandal,43,Tan,1,72.74,72.74,5,Sale,Mobile Money,Wholesale
2024-09-17,Cape Coast,Central,Women's Shoes,Ballet Flat,41,Navy,7,186.36,1304.52,46,Sale,Credit,Retail
2024-09-17,Tarkwa,Western,Sandals,Men's Sandal,45,Grey,0,174.36,0.0,8,Return,Credit,Wholesale
2024-09-17,Cape Coast,Central,Sandals,Ladies Slipper,38,White,4,95.71,382.84,54,Sale,Mobile Money,Retail
2024-09-17,Kumasi,Ashanti,Men's Shoes,Casual Loafer,37,Navy,1,240.55,240.55,10,Sale,Card,Retail
2024-09-19,Accra Central,Greater Accra,Sandals,Children's Sandal,36,Navy,3,177.12,531.36,57,Sale,Card,Wholesale
2024-09-20,Tema,Greater Accra,Men's Shoes,Classic Oxford,43,Navy,7,299.01,2093.07,41,Sale,Credit,Retail
2024-09-20,Cape Coast,Central,Men's Shoes,Sports Sneaker,45,Navy,7,315.34,2207.38,56,Sale,Cash,Retail
2024-09-20,Tema,Greater Accra,Children's Shoes,Canvas Shoe,36,Tan,3,176.12,528.36,8,Sale,Card,Retail
2024-09-21,Accra Central,Greater Accra,Sports Shoes,Running Shoe,41,Grey,1,327.95,327.95,52,Sale,Card,Retail
2024-09-22,Takoradi,Western,Sports Shoes,Training Shoe,43,Red,1,210.52,210.52,72,Sale,Cash,Retail
2024-09-23,Kumasi,Ashanti,Sports Shoes,Football Boot,37,Grey,2,377.43,754.86,40,Sale,Mobile Money,Retail
2024-09-24,Cape Coast,Central,Women's Shoes,Heeled Pump,38,Red,4,246.36,985.44,80,Sale,Card,Wholesale
2024-09-24,Accra Central,Greater Accra,Children's Shoes,Kids Sneaker,37,Grey,5,167.75,838.75,43,Sale,Credit,Retail
2024-09-24,Tema,Greater Accra,Women's Shoes,Ballet Flat,38,Navy,1,284.02,284.02,62,Sale,Cash,Retail
2024-09-24,Tema,Greater Accra,Sports Shoes,Training Shoe,41,Tan,7,315.74,2210.18,82,Sale,Mobile Money,Retail
2024-09-24,Tarkwa,Western,Men's Shoes,Casual Loafer,36,White,1,386.0,386.0,79,Sale,Cash,Wholesale
2024-09-25,Cape Coast,Central,Sandals,Ladies Slipper,38,Brown,6,93.38,560.28,60,Sale,Cash,Retail
2024-09-26,Tarkwa,Western,Men's Shoes,Leather Boot,36,Navy,3,444.93,1334.79,20,Sale,Card,Retail
2024-09-26,Kumasi,Ashanti,Sports Shoes,Football Boot,43,Red,5,319.19,1595.95,27,Sale,Mobile Money,Retail
2024-09-27,Tarkwa,Western,Sports Shoes,Running Shoe,44,Tan,6,356.29,2137.74,26,Sale,Card,Wholesale
2024-09-27,Kumasi,Ashanti,Sandals,Men's Sandal,44,Grey,1,160.44,160.44,57,Sale,Card,Retail
2024-09-28,Accra Central,Greater Accra,Sports Shoes,Football Boot,42,Red,3,383.84,1151.52,39,Sale,Card,Retail
2024-09-28,Accra Central,Greater Accra,Children's Shoes,Canvas Shoe,43,Red,7,105.08,735.56,23,Sale,Mobile Money,Retail
2024-09-29,Tarkwa,Western,Women's Shoes,Ballet Flat,45,White,6,152.89,917.34,52,Sale,Card,Retail
2024-09-29,Cape Coast,Central,Sandals,Children's Sandal,36,White,0,122.63,0.0,53,Adjustment,Card,Retail
2024-09-29,Tema,Greater Accra,Children's Shoes,School Shoe,37,Red,6,139.84,839.04,44,Sale,Credit,Retail
2024-09-30,Tarkwa,Western,Women's Shoes,Heeled Pump,36,Brown,3,232.57,697.71,6,Sale,Cash,Wholesale
2024-09-30,Takoradi,Western,Sports Shoes,Running Shoe,42,Grey,5,333.13,1665.65,51,Sale,Card,Wholesale
2024-09-30,Cape Coast,Central,Children's Shoes,Kids Sneaker,43,Red,0,201.1,0.0,24,Adjustment,Cash,Retail
2024-10-01,Cape Coast,Central,Women's Shoes,Flat Sandal,44,White,6,283.35,1700.1,70,Sale,Card,Retail
2024-10-03,Takoradi,Western,Sandals,Ladies Slipper,40,Brown,0,113.11,0.0,15,Restock,Mobile Money,Retail
2024-10-03,Kumasi,Ashanti,Sandals,Children's Sandal,39,Tan,5,124.89,624.45,53,Sale,Card,Retail
2024-10-03,Accra Central,Greater Accra,Sandals,Children's Sandal,42,Black,2,97.44,194.88,19,Sale,Credit,Wholesale
2024-10-03,Tema,Greater Accra,Men's Shoes,Classic Oxford,42,Red,7,379.46,2656.22,67,Sale,Mobile Money,Retail
2024-10-03,Cape Coast,Central,Women's Shoes,Ballet Flat,39,Tan,7,290.82,2035.74,11,Sale,Credit,Retail
2024-10-04,Tema,Greater Accra,Children's Shoes,Kids Sneaker,39,Tan,1,103.67,103.67,19,Sale,Mobile Money,Retail
2024-10-05,Cape Coast,Central,Sports Shoes,Training Shoe,44,Red,3,434.73,1304.19,57,Sale,Mobile Money,Wholesale
2024-10-06,Tarkwa,Western,Sports Shoes,Training Shoe,44,White,0,263.21,0.0,51,Adjustment,Mobile Money,Retail
2024-10-06,Kumasi,Ashanti,Sports Shoes,Training Shoe,40,Black,0,397.85,0.0,38,Return,Mobile Money,Wholesale
2024-10-06,Takoradi,Western,Sandals,Men's Sandal,41,Navy,1,143.67,143.67,84,Sale,Credit,Retail
2024-10-07,Tarkwa,Western,Sandals,Men's Sandal,38,Red,3,80.88,242.64,78,Sale,Card,Retail
2024-10-07,Cape Coast,Central,Children's Shoes,Kids Sneaker,44,Black,3,146.63,439.89,32,Sale,Card,Wholesale
2024-10-08,Tema,Greater Accra,Children's Shoes,School Shoe,37,Tan,2,183.16,366.32,62,Sale,Mobile Money,Wholesale
2024-10-08,Takoradi,Western,Women's Shoes,Ballet Flat,37,Tan,0,260.77,0.0,23,Restock,Credit,Retail
2024-10-09,Cape Coast,Central,Men's Shoes,Classic Oxford,39,White,0,438.55,0.0,77,Restock,Mobile Money,Wholesale
2024-10-09,Takoradi,Western,Men's Shoes,Classic Oxford,36,Black,4,282.98,1131.92,49,Sale,Mobile Money,Wholesale
2024-10-09,Tema,Greater Accra,Sports Shoes,Running Shoe,44,Black,1,340.63,340.63,18,Sale,Card,Retail
2024-10-10,Takoradi,Western,Children's Shoes,School Shoe,37,White,1,110.15,110.15,79,Sale,Mobile Money,Wholesale
2024-10-11,Tema,Greater Accra,Women's Shoes,Flat Sandal,42,Grey,7,198.14,1386.98,41,Sale,Card,Retail
2024-10-11,Tarkwa,Western,Men's Shoes,Classic Oxford,45,Navy,2,332.01,664.02,67,Sale,Card,Wholesale
